,Date,Variable,Value
4600,13/07/2018,formaldehyde,0.012
4601,14/07/2018,formaldehyde,0.014
4602,14/07/2018,formaldehyde,0.013
4603,14/07/2018,formaldehyde,0.01
4604,15/07/2018,formaldehyde,0.012
4605,16/07/2018,formaldehyde,0.016
4606,16/07/2018,formaldehyde,0.023
4607,16/07/2018,formaldehyde,0.011
4608,17/07/2018,formaldehyde,0.02
4609,17/07/2018,formaldehyde,0.025
4610,17/07/2018,formaldehyde,0.012
4611,18/07/2018,formaldehyde,0.021
4612,18/07/2018,formaldehyde,0.006
4613,18/07/2018,formaldehyde,0.005
4614,19/07/2018,formaldehyde,0.011
4615,19/07/2018,formaldehyde,0.016
4616,19/07/2018,formaldehyde,0.005
4617,20/07/2018,formaldehyde,0.005
4618,20/07/2018,formaldehyde,0.024
4619,20/07/2018,formaldehyde,0.026
4620,21/07/2018,formaldehyde,0.012
4621,21/07/2018,formaldehyde,0.02
4622,21/07/2018,formaldehyde,0.017
4623,22/07/2018,formaldehyde,0.012
4624,23/07/2018,formaldehyde,0.016
4625,23/07/2018,formaldehyde,0.012
4626,23/07/2018,formaldehyde,0.014
4627,24/07/2018,formaldehyde,0.011
4628,24/07/2018,formaldehyde,0.026
4629,24/07/2018,formaldehyde,0.014
4630,25/07/2018,formaldehyde,0.01
4631,25/07/2018,formaldehyde,0.014
4632,25/07/2018,formaldehyde,0.012
4633,26/07/2018,formaldehyde,0.008
4634,26/07/2018,formaldehyde,0.016
4635,27/07/2018,formaldehyde,0.008
4636,27/07/2018,formaldehyde,0.015
4637,27/07/2018,formaldehyde,0.012
4638,28/07/2018,formaldehyde,0.005
4639,28/07/2018,formaldehyde,0.012
4640,28/07/2018,formaldehyde,0.006
4641,29/07/2018,formaldehyde,0.012
4642,30/07/2018,formaldehyde,0.011
4643,30/07/2018,formaldehyde,0.004
4644,30/07/2018,formaldehyde,0.005
4645,31/07/2018,formaldehyde,0.016
4646,31/07/2018,formaldehyde,0.012
4647,31/07/2018,formaldehyde,0.015
4648,01/08/2018,formaldehyde,0.008
4649,01/08/2018,formaldehyde,0.012
4650,01/08/2018,formaldehyde,0.014
4651,02/08/2018,formaldehyde,0.006999999999999999
4652,02/08/2018,formaldehyde,0.012
4653,02/08/2018,formaldehyde,0.001
4654,03/08/2018,formaldehyde,0.012
4655,03/08/2018,formaldehyde,0.02
4656,03/08/2018,formaldehyde,0.016
4657,04/08/2018,formaldehyde,0.021
4658,04/08/2018,formaldehyde,0.013
4659,04/08/2018,formaldehyde,0.019
4660,05/08/2018,formaldehyde,0.012
4661,06/08/2018,formaldehyde,0.004
4662,06/08/2018,formaldehyde,0.008
4663,06/08/2018,formaldehyde,0.015
4664,07/08/2018,formaldehyde,0.01
4665,07/08/2018,formaldehyde,0.011
4666,07/08/2018,formaldehyde,0.013
4667,08/08/2018,formaldehyde,0.012
4668,08/08/2018,formaldehyde,0.015
4669,08/08/2018,formaldehyde,0.01
4670,09/08/2018,formaldehyde,0.004
4671,09/08/2018,formaldehyde,0.012
4672,10/08/2018,formaldehyde,0.003
4673,10/08/2018,formaldehyde,0.017
4674,10/08/2018,formaldehyde,0.011
4675,11/08/2018,formaldehyde,0.01
4676,11/08/2018,formaldehyde,0.021
4677,12/08/2018,formaldehyde,0.012
4678,13/08/2018,formaldehyde,0.013
4679,13/08/2018,formaldehyde,0.02
4680,13/08/2018,formaldehyde,0.022
4681,14/08/2018,formaldehyde,0.003
4682,14/08/2018,formaldehyde,0.008
4683,14/08/2018,formaldehyde,0.01
4684,15/08/2018,formaldehyde,0.011
4685,15/08/2018,formaldehyde,0.012
4686,16/08/2018,formaldehyde,0.008
4687,16/08/2018,formaldehyde,0.01
4688,16/08/2018,formaldehyde,0.014
4689,17/08/2018,formaldehyde,0.002
4690,17/08/2018,formaldehyde,0.006
4691,18/08/2018,formaldehyde,0.002
4692,18/08/2018,formaldehyde,0.012
4693,18/08/2018,formaldehyde,0.004
4694,19/08/2018,formaldehyde,0.012
4695,20/08/2018,formaldehyde,0.004
4696,20/08/2018,formaldehyde,0.012
4697,20/08/2018,formaldehyde,0.01
4698,21/08/2018,formaldehyde,0.012
4699,22/08/2018,formaldehyde,0.006999999999999999
4700,22/08/2018,formaldehyde,0.015
4701,22/08/2018,formaldehyde,0.026
4702,23/08/2018,formaldehyde,0.01
4703,23/08/2018,formaldehyde,0.012
4704,23/08/2018,formaldehyde,0.006
4705,24/08/2018,formaldehyde,0.003
4706,24/08/2018,formaldehyde,0.012
4707,24/08/2018,formaldehyde,0.004
4708,25/08/2018,formaldehyde,0.015
4709,25/08/2018,formaldehyde,0.01
4710,25/08/2018,formaldehyde,0.009000000000000001
4711,26/08/2018,formaldehyde,0.012
4712,27/08/2018,formaldehyde,0.006
4713,27/08/2018,formaldehyde,0.008
4714,27/08/2018,formaldehyde,0.01
4715,28/08/2018,formaldehyde,0.004
4716,28/08/2018,formaldehyde,0.006999999999999999
4717,28/08/2018,formaldehyde,0.01
4718,29/08/2018,formaldehyde,0.012
4719,29/08/2018,formaldehyde,0.004
4720,29/08/2018,formaldehyde,0.006
4721,30/08/2018,formaldehyde,0.012
4722,31/08/2018,formaldehyde,0.006
4723,31/08/2018,formaldehyde,0.009000000000000001
4724,31/08/2018,formaldehyde,0.008
4725,01/09/2018,formaldehyde,0.009000000000000001
4726,01/09/2018,formaldehyde,0.011
4727,01/09/2018,formaldehyde,0.012
4728,02/09/2018,formaldehyde,0.012
4729,03/09/2018,formaldehyde,0.011
4730,03/09/2018,formaldehyde,0.015
4731,03/09/2018,formaldehyde,0.018000000000000002
4732,03/09/2018,formaldehyde,0.006999999999999999
4733,04/09/2018,formaldehyde,0.004
4734,04/09/2018,formaldehyde,0.002
4735,04/09/2018,formaldehyde,0.013
4736,04/09/2018,formaldehyde,0.026
4737,05/09/2018,formaldehyde,0.016
4738,05/09/2018,formaldehyde,0.01
4739,05/09/2018,formaldehyde,0.014
4740,05/09/2018,formaldehyde,0.028
4741,06/09/2018,formaldehyde,0.015
4742,06/09/2018,formaldehyde,0.006999999999999999
4743,06/09/2018,formaldehyde,0.029
4744,07/09/2018,formaldehyde,0.024
4745,07/09/2018,formaldehyde,0.014
4746,07/09/2018,formaldehyde,0.016
4747,07/09/2018,formaldehyde,0.018000000000000002
4748,08/09/2018,formaldehyde,0.013
4749,08/09/2018,formaldehyde,0.01
4750,08/09/2018,formaldehyde,0.003
4751,09/09/2018,formaldehyde,0.012
4752,10/09/2018,formaldehyde,0.015
4753,10/09/2018,formaldehyde,0.011
4754,10/09/2018,formaldehyde,0.01
4755,10/09/2018,formaldehyde,0.023
4756,11/09/2018,formaldehyde,0.012
4757,11/09/2018,formaldehyde,0.022
4758,11/09/2018,formaldehyde,0.006999999999999999
4759,11/09/2018,formaldehyde,0.006
4760,12/09/2018,formaldehyde,0.011
4761,12/09/2018,formaldehyde,0.002
4762,12/09/2018,formaldehyde,0.01
4763,12/09/2018,formaldehyde,0.015
4764,13/09/2018,formaldehyde,0.011
4765,13/09/2018,formaldehyde,0.01
4766,13/09/2018,formaldehyde,0.016
4767,14/09/2018,formaldehyde,0.022
4768,14/09/2018,formaldehyde,0.011
4769,14/09/2018,formaldehyde,0.004
4770,14/09/2018,formaldehyde,0.02
4771,15/09/2018,formaldehyde,0.014
4772,15/09/2018,formaldehyde,0.005
4773,15/09/2018,formaldehyde,0.01
4774,15/09/2018,formaldehyde,0.028
4775,16/09/2018,formaldehyde,0.012
4776,17/09/2018,formaldehyde,0.01
4777,17/09/2018,formaldehyde,0.011
4778,17/09/2018,formaldehyde,0.006
4779,17/09/2018,formaldehyde,0.026
4780,18/09/2018,formaldehyde,0.018000000000000002
4781,18/09/2018,formaldehyde,0.013
4782,18/09/2018,formaldehyde,0.006
4783,19/09/2018,formaldehyde,0.022
4784,19/09/2018,formaldehyde,0.013
4785,19/09/2018,formaldehyde,0.012
4786,19/09/2018,formaldehyde,0.029
4787,20/09/2018,formaldehyde,0.02
4788,20/09/2018,formaldehyde,0.018000000000000002
4789,20/09/2018,formaldehyde,0.013
4790,21/09/2018,formaldehyde,0.016
4791,21/09/2018,formaldehyde,0.011
4792,21/09/2018,formaldehyde,0.003
4793,21/09/2018,formaldehyde,0.023
4794,22/09/2018,formaldehyde,0.026
4795,22/09/2018,formaldehyde,0.011
4796,22/09/2018,formaldehyde,0.028
4797,22/09/2018,formaldehyde,0.003
4798,23/09/2018,formaldehyde,0.012
4799,24/09/2018,formaldehyde,0.017
4800,24/09/2018,formaldehyde,0.004
4801,24/09/2018,formaldehyde,0.009000000000000001
4802,24/09/2018,formaldehyde,0.014
4803,25/09/2018,formaldehyde,0.019
4804,25/09/2018,formaldehyde,0.016
4805,25/09/2018,formaldehyde,0.005
4806,25/09/2018,formaldehyde,0.025
4807,26/09/2018,formaldehyde,0.018000000000000002
4808,26/09/2018,formaldehyde,0.008
4809,26/09/2018,formaldehyde,0.026
4810,27/09/2018,formaldehyde,0.02
4811,27/09/2018,formaldehyde,0.012
4812,27/09/2018,formaldehyde,0.018000000000000002
4813,27/09/2018,formaldehyde,0.013
4814,28/09/2018,formaldehyde,0.026
4815,28/09/2018,formaldehyde,0.014
4816,28/09/2018,formaldehyde,0.016
4817,28/09/2018,formaldehyde,0.003
4818,29/09/2018,formaldehyde,0.013
4819,29/09/2018,formaldehyde,0.012
4820,29/09/2018,formaldehyde,0.02
4821,29/09/2018,formaldehyde,0.002
4822,30/09/2018,formaldehyde,0.012
4823,01/10/2018,formaldehyde,0.02
4824,01/10/2018,formaldehyde,0.003
4825,01/10/2018,formaldehyde,0.006999999999999999
4826,01/10/2018,formaldehyde,0.004
4827,02/10/2018,formaldehyde,0.002
4828,02/10/2018,formaldehyde,0.005
4829,02/10/2018,formaldehyde,0.012
4830,03/10/2018,formaldehyde,0.003
4831,03/10/2018,formaldehyde,0.002
4832,03/10/2018,formaldehyde,0.028
4833,04/10/2018,formaldehyde,0.008
4834,04/10/2018,formaldehyde,0.01
4835,04/10/2018,formaldehyde,0.009000000000000001
4836,04/10/2018,formaldehyde,0.015
4837,05/10/2018,formaldehyde,0.012
4838,05/10/2018,formaldehyde,0.009000000000000001
4839,05/10/2018,formaldehyde,0.01
4840,06/10/2018,formaldehyde,0.02
4841,06/10/2018,formaldehyde,0.009000000000000001
4842,06/10/2018,formaldehyde,0.017
4843,06/10/2018,formaldehyde,0.014
4844,07/10/2018,formaldehyde,0.012
4845,08/10/2018,formaldehyde,0.005
4846,08/10/2018,formaldehyde,0.026
4847,08/10/2018,formaldehyde,0.006
4848,08/10/2018,formaldehyde,0.017
4849,09/10/2018,formaldehyde,0.022
4850,09/10/2018,formaldehyde,0.01
4851,09/10/2018,formaldehyde,0.023
4852,09/10/2018,formaldehyde,0.019
4853,10/10/2018,formaldehyde,0.029
4854,10/10/2018,formaldehyde,0.028
4855,10/10/2018,formaldehyde,0.014
4856,10/10/2018,formaldehyde,0.004
4857,11/10/2018,formaldehyde,0.023
4858,11/10/2018,formaldehyde,0.019
4859,11/10/2018,formaldehyde,0.013
4860,11/10/2018,formaldehyde,0.03
4861,12/10/2018,formaldehyde,0.022
4862,12/10/2018,formaldehyde,0.02
4863,12/10/2018,formaldehyde,0.01
4864,12/10/2018,formaldehyde,0.026
4865,13/10/2018,formaldehyde,0.018000000000000002
4866,13/10/2018,formaldehyde,0.019
4867,13/10/2018,formaldehyde,0.029
4868,13/10/2018,formaldehyde,0.027000000000000003
4869,14/10/2018,formaldehyde,0.012
4870,15/10/2018,formaldehyde,0.02
4871,15/10/2018,formaldehyde,0.016
4872,15/10/2018,formaldehyde,0.013
4873,15/10/2018,formaldehyde,0.019
4874,16/10/2018,formaldehyde,0.022
4875,16/10/2018,formaldehyde,0.015
4876,16/10/2018,formaldehyde,0.009000000000000001
4877,16/10/2018,formaldehyde,0.017
4878,17/10/2018,formaldehyde,0.012
4879,17/10/2018,formaldehyde,0.011
4880,17/10/2018,formaldehyde,0.003
4881,18/10/2018,formaldehyde,0.018000000000000002
4882,18/10/2018,formaldehyde,0.013
4883,18/10/2018,formaldehyde,0.016
4884,18/10/2018,formaldehyde,0.003
4885,19/10/2018,formaldehyde,0.006999999999999999
4886,19/10/2018,formaldehyde,0.003
4887,19/10/2018,formaldehyde,0.006
4888,19/10/2018,formaldehyde,0.013
4889,20/10/2018,formaldehyde,0.005
4890,20/10/2018,formaldehyde,0.013
4891,20/10/2018,formaldehyde,0.009000000000000001
4892,20/10/2018,formaldehyde,0.019
4893,21/10/2018,formaldehyde,0.012
4894,22/10/2018,formaldehyde,0.01
4895,22/10/2018,formaldehyde,0.009000000000000001
4896,22/10/2018,formaldehyde,0.013
4897,22/10/2018,formaldehyde,0.003
4898,23/10/2018,formaldehyde,0.003
4899,23/10/2018,formaldehyde,0.006
4900,23/10/2018,formaldehyde,0.012
4901,23/10/2018,formaldehyde,0.01
4902,24/10/2018,formaldehyde,0.008
4903,24/10/2018,formaldehyde,0.016
4904,24/10/2018,formaldehyde,0.024
4905,25/10/2018,formaldehyde,0.017
4906,25/10/2018,formaldehyde,0.015
4907,25/10/2018,formaldehyde,0.003
4908,25/10/2018,formaldehyde,0.006
4909,26/10/2018,formaldehyde,0.011
4910,26/10/2018,formaldehyde,0.004
4911,26/10/2018,formaldehyde,0.017
4912,26/10/2018,formaldehyde,0.012
4913,27/10/2018,formaldehyde,0.013
4914,27/10/2018,formaldehyde,0.01
4915,27/10/2018,formaldehyde,0.021
4916,27/10/2018,formaldehyde,0.017
4917,28/10/2018,formaldehyde,0.012
4918,29/10/2018,formaldehyde,0.016
4919,29/10/2018,formaldehyde,0.004
4920,29/10/2018,formaldehyde,0.006
4921,29/10/2018,formaldehyde,0.013
4922,30/10/2018,formaldehyde,0.006
4923,30/10/2018,formaldehyde,0.005
4924,30/10/2018,formaldehyde,0.011
4925,30/10/2018,formaldehyde,0.01
4926,31/10/2018,formaldehyde,0.005
4927,31/10/2018,formaldehyde,0.01
4928,31/10/2018,formaldehyde,0.009000000000000001
4929,01/11/2018,formaldehyde,0.014
4930,01/11/2018,formaldehyde,0.018000000000000002
4931,01/11/2018,formaldehyde,0.01
4932,02/11/2018,formaldehyde,0.009000000000000001
4933,02/11/2018,formaldehyde,0.014
4934,02/11/2018,formaldehyde,0.006999999999999999
4935,02/11/2018,formaldehyde,0.008
4936,03/11/2018,formaldehyde,0.01
4937,03/11/2018,formaldehyde,0.011
4938,03/11/2018,formaldehyde,0.016
4939,03/11/2018,formaldehyde,0.018000000000000002
4940,04/11/2018,formaldehyde,0.012
4941,05/11/2018,formaldehyde,0.026
4942,05/11/2018,formaldehyde,0.014
4943,05/11/2018,formaldehyde,0.009000000000000001
4944,05/11/2018,formaldehyde,0.01
4945,06/11/2018,formaldehyde,0.006
4946,06/11/2018,formaldehyde,0.009000000000000001
4947,06/11/2018,formaldehyde,0.016
4948,06/11/2018,formaldehyde,0.006999999999999999
4949,07/11/2018,formaldehyde,0.003
4950,07/11/2018,formaldehyde,0.002
4951,07/11/2018,formaldehyde,0.016
4952,08/11/2018,formaldehyde,0.013
4953,08/11/2018,formaldehyde,0.009000000000000001
4954,08/11/2018,formaldehyde,0.012
4955,09/11/2018,formaldehyde,0.013
4956,09/11/2018,formaldehyde,0.008
4957,09/11/2018,formaldehyde,0.016
4958,09/11/2018,formaldehyde,0.01
4959,10/11/2018,formaldehyde,0.016
4960,10/11/2018,formaldehyde,0.014
4961,10/11/2018,formaldehyde,0.022
4962,10/11/2018,formaldehyde,0.012
4963,11/11/2018,formaldehyde,0.012
4964,12/11/2018,formaldehyde,0.02
4965,12/11/2018,formaldehyde,0.002
4966,12/11/2018,formaldehyde,0.01
4967,12/11/2018,formaldehyde,0.006999999999999999
4968,13/11/2018,formaldehyde,0.012
4969,13/11/2018,formaldehyde,0.01
4970,13/11/2018,formaldehyde,0.009000000000000001
4971,13/11/2018,formaldehyde,0.005
4972,14/11/2018,formaldehyde,0.01
4973,14/11/2018,formaldehyde,0.013
4974,14/11/2018,formaldehyde,0.008
4975,14/11/2018,formaldehyde,0.02
4976,15/11/2018,formaldehyde,0.011
4977,15/11/2018,formaldehyde,0.009000000000000001
4978,15/11/2018,formaldehyde,0.017
4979,15/11/2018,formaldehyde,0.003
4980,16/11/2018,formaldehyde,0.003
4981,16/11/2018,formaldehyde,0.002
4982,16/11/2018,formaldehyde,0.021
4983,16/11/2018,formaldehyde,0.006999999999999999
4984,17/11/2018,formaldehyde,0.016
4985,17/11/2018,formaldehyde,0.006999999999999999
4986,17/11/2018,formaldehyde,0.026
4987,17/11/2018,formaldehyde,0.022
4988,18/11/2018,formaldehyde,0.012
4989,19/11/2018,formaldehyde,0.026
4990,19/11/2018,formaldehyde,0.009000000000000001
4991,19/11/2018,formaldehyde,0.006
4992,20/11/2018,formaldehyde,0.002
4993,20/11/2018,formaldehyde,0.003
4994,20/11/2018,formaldehyde,0.014
4995,20/11/2018,formaldehyde,0.006999999999999999
4996,21/11/2018,formaldehyde,0.01
4997,21/11/2018,formaldehyde,0.015
4998,21/11/2018,formaldehyde,0.006999999999999999
4999,21/11/2018,formaldehyde,0.018000000000000002
5000,22/11/2018,formaldehyde,0.006
5001,22/11/2018,formaldehyde,0.006999999999999999
5002,22/11/2018,formaldehyde,0.026
5003,23/11/2018,formaldehyde,0.013
5004,23/11/2018,formaldehyde,0.016
5005,23/11/2018,formaldehyde,0.02
5006,23/11/2018,formaldehyde,0.018000000000000002
5007,24/11/2018,formaldehyde,0.016
5008,24/11/2018,formaldehyde,0.02
5009,24/11/2018,formaldehyde,0.01
5010,24/11/2018,formaldehyde,0.018000000000000002
5011,25/11/2018,formaldehyde,0.012
5012,26/11/2018,formaldehyde,0.016
5013,26/11/2018,formaldehyde,0.015
5014,26/11/2018,formaldehyde,0.01
5015,26/11/2018,formaldehyde,0.011
5016,27/11/2018,formaldehyde,0.009000000000000001
5017,27/11/2018,formaldehyde,0.018000000000000002
5018,27/11/2018,formaldehyde,0.008
5019,27/11/2018,formaldehyde,0.005
5020,28/11/2018,formaldehyde,0.004
5021,28/11/2018,formaldehyde,0.012
5022,28/11/2018,formaldehyde,0.013
5023,28/11/2018,formaldehyde,0.01
5024,29/11/2018,formaldehyde,0.011
5025,29/11/2018,formaldehyde,0.005
5026,29/11/2018,formaldehyde,0.013
5027,29/11/2018,formaldehyde,0.029
5028,30/11/2018,formaldehyde,0.018000000000000002
5029,30/11/2018,formaldehyde,0.011
5030,30/11/2018,formaldehyde,0.016
5031,01/12/2018,formaldehyde,0.012
5032,02/12/2018,formaldehyde,0.012
5033,03/12/2018,formaldehyde,0.01
5034,03/12/2018,formaldehyde,0.011
5035,04/12/2018,formaldehyde,0.017
5036,04/12/2018,formaldehyde,0.02
5037,04/12/2018,formaldehyde,0.016
5038,05/12/2018,formaldehyde,0.027000000000000003
5039,05/12/2018,formaldehyde,0.029
5040,05/12/2018,formaldehyde,0.006999999999999999
5041,06/12/2018,formaldehyde,0.014
5042,06/12/2018,formaldehyde,0.019
5043,06/12/2018,formaldehyde,0.024
5044,07/12/2018,formaldehyde,0.021
5045,07/12/2018,formaldehyde,0.016
5046,07/12/2018,formaldehyde,0.003
5047,08/12/2018,formaldehyde,0.026
5048,08/12/2018,formaldehyde,0.014
5049,08/12/2018,formaldehyde,0.005
5050,09/12/2018,formaldehyde,0.012
5051,10/12/2018,formaldehyde,0.003
5052,10/12/2018,formaldehyde,0.023
5053,10/12/2018,formaldehyde,0.024
5054,11/12/2018,formaldehyde,0.021
5055,11/12/2018,formaldehyde,0.013
5056,11/12/2018,formaldehyde,0.016
5057,12/12/2018,formaldehyde,0.014
5058,12/12/2018,formaldehyde,0.01
5059,12/12/2018,formaldehyde,0.013
5060,13/12/2018,formaldehyde,0.013
5061,13/12/2018,formaldehyde,0.026
5062,13/12/2018,formaldehyde,0.027000000000000003
5063,14/12/2018,formaldehyde,0.017
5064,14/12/2018,formaldehyde,0.024
5065,14/12/2018,formaldehyde,0.025
5066,15/12/2018,formaldehyde,0.026
5067,15/12/2018,formaldehyde,0.019
5068,15/12/2018,formaldehyde,0.006999999999999999
5069,16/12/2018,formaldehyde,0.012
5070,17/12/2018,formaldehyde,0.012
5071,18/12/2018,formaldehyde,0.012
5072,19/12/2018,formaldehyde,0.023
5073,19/12/2018,formaldehyde,0.024
5074,19/12/2018,formaldehyde,0.019
5075,20/12/2018,formaldehyde,0.026
5076,20/12/2018,formaldehyde,0.01
5077,20/12/2018,formaldehyde,0.003
5078,21/12/2018,formaldehyde,0.008
5079,21/12/2018,formaldehyde,0.014
5080,21/12/2018,formaldehyde,0.006
5081,22/12/2018,formaldehyde,0.016
5082,22/12/2018,formaldehyde,0.02
5083,23/12/2018,formaldehyde,0.012
5084,24/12/2018,formaldehyde,0.018000000000000002
5085,24/12/2018,formaldehyde,0.017
5086,24/12/2018,formaldehyde,0.011
5087,25/12/2018,formaldehyde,0.026
5088,25/12/2018,formaldehyde,0.029
5089,25/12/2018,formaldehyde,0.009000000000000001
5090,26/12/2018,formaldehyde,0.01
5091,26/12/2018,formaldehyde,0.011
5092,26/12/2018,formaldehyde,0.015
5093,27/12/2018,formaldehyde,0.006999999999999999
5094,27/12/2018,formaldehyde,0.016
5095,27/12/2018,formaldehyde,0.01
5096,28/12/2018,formaldehyde,0.013
5097,28/12/2018,formaldehyde,0.01
5098,28/12/2018,formaldehyde,0.017
5099,29/12/2018,formaldehyde,0.015
5100,29/12/2018,formaldehyde,0.012
5101,29/12/2018,formaldehyde,0.014
5102,30/12/2018,formaldehyde,0.012
5103,31/12/2018,formaldehyde,0.022
5104,31/12/2018,formaldehyde,0.017
5105,31/12/2018,formaldehyde,0.026
